Measurement Time	Port 1 ECT/RT-1 Temperature °C Temp	Port 2 5TM Moisture/Temp m³/m³ VWC	Port 2 5TM Moisture/Temp °C Temp	Port 3 5TM Moisture/Temp m³/m³ VWC	Port 3 5TM Moisture/Temp °C Temp	Port 4 5TM Moisture/Temp m³/m³ VWC	Port 4 5TM Moisture/Temp °C Temp	Port 5 5TM Moisture/Temp m³/m³ VWC	Port 5 5TM Moisture/Temp °C Temp
04/13/14 08:00 AM	-37.8	-0.023	-34.0	-0.044	-34.8	-0.017	-33.6	* * * 	* * * 
04/13/14 10:00 AM	5.0	0.146	5.1	0.012	5.1	0.176	8.0	* * * 	* * * 
04/13/14 12:00 PM	5.5	0.146	6.2	0.013	15.8	0.176	7.7	* * * 	* * * 
04/13/14 02:00 PM	6.8	0.148	8.3	0.012	22.1	0.176	7.5	* * * 	* * * 
04/13/14 04:00 PM	8.1	0.149	10.5	0.012	24.2	0.176	7.5	* * * 	* * * 
04/13/14 06:00 PM	7.7	0.150	11.9	0.011	18.6	0.176	7.7	* * * 	* * * 
04/13/14 08:00 PM	3.9	0.149	11.6	0.010	6.5	0.176	8.0	* * * 	* * * 
04/13/14 10:00 PM	-4.8	0.148	9.7	0.010	-0.8	0.176	8.3	* * * 	* * * 
04/14/14 12:00 AM	-7.0	0.146	7.7	0.010	-3.7	0.176	8.3	* * * 	* * * 
04/14/14 02:00 AM	-9.6	0.145	6.0	0.011	-6.0	0.176	8.2	* * * 	* * * 
04/14/14 04:00 AM	-10.0	0.143	4.7	0.012	-6.3	0.176	8.0	* * * 	* * * 
04/14/14 06:00 AM	-10.9	0.142	3.8	0.012	-7.3	0.175	7.6	* * * 	* * * 
04/14/14 08:00 AM	-6.8	0.142	3.1	0.011	-6.5	0.175	7.3	* * * 	* * * 
04/14/14 10:00 AM	10.1	0.141	2.7	0.015	4.4	0.174	6.9	* * * 	* * * 
04/14/14 12:00 PM	9.5	0.142	4.2	0.017	21.0	0.174	6.6	* * * 	* * * 
04/14/14 02:00 PM	11.4	0.145	7.7	0.016	31.6	0.174	6.4	* * * 	* * * 
04/14/14 04:00 PM	13.5	0.148	11.2	0.014	34.2	0.174	6.5	* * * 	* * * 
04/14/14 06:00 PM	14.3	0.150	13.0	0.011	27.3	0.174	6.8	* * * 	* * * 
04/14/14 08:00 PM	11.3	0.149	12.7	0.009	11.9	0.174	7.3	* * * 	* * * 
04/14/14 10:00 PM	0.2	0.147	10.9	0.009	3.1	0.174	7.8	* * * 	* * * 
04/15/14 12:00 AM	-0.2	0.145	8.9	0.009	1.0	0.175	8.0	* * * 	* * * 
04/15/14 02:00 AM	2.1	0.145	7.7	0.010	3.0	0.175	8.0	* * * 	* * * 
04/15/14 04:00 AM	-0.2	0.144	6.9	0.010	1.8	0.174	7.9	* * * 	* * * 
04/15/14 06:00 AM	-0.4	0.143	6.3	0.011	1.2	0.174	7.7	* * * 	* * * 
04/15/14 08:00 AM	0.1	0.142	5.7	0.011	1.3	0.174	7.5	* * * 	* * * 
04/15/14 10:00 AM	6.2	0.142	5.6	0.012	6.4	0.174	7.3	* * * 	* * * 
04/15/14 12:00 PM	9.8	0.142	6.3	0.013	12.0	0.174	7.1	* * * 	* * * 
04/15/14 02:00 PM	15.4	0.143	7.8	0.015	22.3	0.173	7.0	* * * 	* * * 
04/15/14 04:00 PM	17.0	0.145	10.3	0.013	27.0	0.173	7.0	* * * 	* * * 
04/15/14 06:00 PM	14.1	0.146	11.6	0.012	25.0	0.173	7.2	* * * 	* * * 
04/15/14 08:00 PM	8.8	0.146	11.6	0.009	11.8	0.173	7.5	* * * 	* * * 
04/15/14 10:00 PM	1.0	0.145	10.0	0.009	2.7	0.174	7.8	* * * 	* * * 
04/16/14 12:00 AM	0.2	0.143	8.4	0.009	0.7	0.174	8.0	* * * 	* * * 
04/16/14 02:00 AM	-3.5	0.142	7.1	0.010	-1.7	0.174	8.0	* * * 	* * * 
04/16/14 04:00 AM	-4.5	0.141	5.9	0.010	-3.6	0.173	7.8	* * * 	* * * 
04/16/14 06:00 AM	-9.4	0.140	4.9	0.010	-5.5	0.173	7.6	* * * 	* * * 
04/16/14 08:00 AM	-5.7	0.139	3.9	0.011	-5.0	0.173	7.3	* * * 	* * * 
04/16/14 10:00 AM	7.5	0.139	3.6	0.013	4.4	0.172	7.0	* * * 	* * * 
04/16/14 12:00 PM	13.6	0.139	5.3	0.015	21.0	0.172	6.7	* * * 	* * * 
04/16/14 02:00 PM	14.3	0.142	8.3	0.014	29.2	0.172	6.6	* * * 	* * * 
04/16/14 04:00 PM	15.8	0.145	11.3	0.012	32.7	0.172	6.7	* * * 	* * * 
04/16/14 06:00 PM	16.1	0.146	13.0	0.011	28.0	0.172	7.0	* * * 	* * * 
04/16/14 08:00 PM	10.6	0.145	12.9	0.009	14.1	0.172	7.4	* * * 	* * * 
04/16/14 10:00 PM	4.6	0.144	11.3	0.008	7.4	0.172	7.9	* * * 	* * * 
04/17/14 12:00 AM	-0.1	0.142	9.6	0.008	1.7	0.173	8.1	* * * 	* * * 
04/17/14 02:00 AM	-3.1	0.141	8.0	0.008	-0.6	0.173	8.2	* * * 	* * * 
04/17/14 04:00 AM	-3.3	0.139	6.8	0.009	-1.4	0.172	8.1	* * * 	* * * 
04/17/14 06:00 AM	-3.5	0.139	5.8	0.009	-1.7	0.172	7.9	* * * 	* * * 
04/17/14 08:00 AM	-0.8	0.138	5.1	0.010	-1.7	0.172	7.6	* * * 	* * * 
04/17/14 10:00 AM	12.6	0.138	4.9	0.012	8.7	0.172	7.4	* * * 	* * * 
04/17/14 12:00 PM	15.4	0.139	6.7	0.014	24.9	0.171	7.1	* * * 	* * * 
04/17/14 02:00 PM	17.3	0.141	9.9	0.012	28.7	0.171	7.0	* * * 	* * * 
04/17/14 04:00 PM	20.3	0.142	11.9	0.012	31.5	0.171	7.1	* * * 	* * * 
04/17/14 06:00 PM	19.1	0.144	13.6	0.010	27.2	0.171	7.5	* * * 	* * * 
04/17/14 08:00 PM	16.3	0.143	13.4	0.008	16.3	0.172	8.0	* * * 	* * * 
04/17/14 10:00 PM	10.5	0.142	12.2	0.008	10.5	0.172	8.3	* * * 	* * * 
04/18/14 12:00 AM	6.1	0.141	10.9	0.008	6.8	0.172	8.6	* * * 	* * * 
04/18/14 02:00 AM	5.6	0.139	9.7	0.008	6.3	0.172	8.6	* * * 	* * * 
04/18/14 04:00 AM	6.2	0.139	9.0	0.009	6.6	0.172	8.6	* * * 	* * * 
04/18/14 06:00 AM	6.5	0.138	8.6	0.010	6.9	0.172	8.5	* * * 	* * * 
04/18/14 08:00 AM	6.6	0.138	8.3	0.010	7.1	0.172	8.4	* * * 	* * * 
04/18/14 10:00 AM	5.7	0.138	8.2	0.011	7.2	0.171	8.3	* * * 	* * * 
04/18/14 12:00 PM	7.8	0.138	8.2	0.012	9.0	0.171	8.2	* * * 	* * * 
04/18/14 02:00 PM	15.8	0.138	9.1	0.014	20.4	0.171	8.1	* * * 	* * * 
04/18/14 04:00 PM	17.9	0.139	10.6	0.013	21.8	0.171	8.1	* * * 	* * * 
04/18/14 06:00 PM	18.8	0.140	12.1	0.012	25.4	0.171	8.2	* * * 	* * * 
04/18/14 08:00 PM	13.8	0.140	12.3	0.009	12.7	0.171	8.4	* * * 	* * * 
04/18/14 10:00 PM	6.0	0.139	10.9	0.008	5.7	0.171	8.6	* * * 	* * * 
04/19/14 12:00 AM	5.3	0.138	9.5	0.009	5.4	0.171	8.7	* * * 	* * * 
04/19/14 02:00 AM	4.5	0.137	8.6	0.009	4.9	0.171	8.7	* * * 	* * * 
04/19/14 04:00 AM	2.4	0.136	8.0	0.009	3.3	0.171	8.6	* * * 	* * * 
04/19/14 06:00 AM	-1.1	0.135	7.2	0.009	0.4	0.170	8.5	* * * 	* * * 
04/19/14 08:00 AM	0.2	0.134	6.2	0.009	-0.9	0.170	8.3	* * * 	* * * 
04/19/14 10:00 AM	14.6	0.134	5.9	0.011	10.3	0.170	8.1	* * * 	* * * 
04/19/14 12:00 PM	17.1	0.135	7.7	0.013	26.6	0.170	7.9	* * * 	* * * 
04/19/14 02:00 PM	19.4	0.137	11.2	0.012	37.2	0.170	7.8	* * * 	* * * 
04/19/14 04:00 PM	20.9	0.140	14.4	0.011	38.6	0.170	7.9	* * * 	* * * 
04/19/14 06:00 PM	20.9	0.140	15.8	0.009	30.6	0.170	8.3	* * * 	* * * 
04/19/14 08:00 PM	17.1	0.138	15.3	0.006	16.9	0.170	8.9	* * * 	* * * 
04/19/14 10:00 PM	6.0	0.136	13.4	0.005	7.3	0.170	9.3	* * * 	* * * 
04/20/14 12:00 AM	2.5	0.134	11.4	0.006	3.8	0.171	9.5	* * * 	* * * 
04/20/14 02:00 AM	2.1	0.133	9.9	0.006	3.2	0.170	9.5	* * * 	* * * 
04/20/14 04:00 AM	3.5	0.132	8.9	0.007	3.7	0.170	9.4	* * * 	* * * 
04/20/14 06:00 AM	2.0	0.131	8.2	0.007	3.0	0.170	9.2	* * * 	* * * 
04/20/14 08:00 AM	5.4	0.130	7.6	0.008	3.2	0.170	9.0	* * * 	* * * 
04/20/14 10:00 AM	15.8	0.130	7.5	0.010	12.8	0.170	8.8	* * * 	* * * 
04/20/14 12:00 PM	19.4	0.131	9.3	0.012	29.2	0.169	8.6	* * * 	* * * 
04/20/14 02:00 PM	21.5	0.133	12.6	0.011	40.1	0.169	8.5	* * * 	* * * 
04/20/14 04:00 PM	22.1	0.136	15.7	0.010	41.4	0.169	8.7	* * * 	* * * 
04/20/14 06:00 PM	21.4	0.137	17.2	0.008	34.1	0.169	9.1	* * * 	* * * 
04/20/14 08:00 PM	17.2	0.136	16.7	0.005	17.8	0.170	9.7	* * * 	* * * 
04/20/14 10:00 PM	6.5	0.134	14.7	0.004	8.4	0.170	10.1	* * * 	* * * 
04/21/14 12:00 AM	1.2	0.132	12.5	0.004	3.5	0.170	10.4	* * * 	* * * 
04/21/14 02:00 AM	0.6	0.130	10.8	0.005	2.5	0.170	10.4	* * * 	* * * 
04/21/14 04:00 AM	-0.5	0.129	9.5	0.005	1.6	0.170	10.2	* * * 	* * * 
04/21/14 06:00 AM	-1.9	0.128	8.5	0.005	0.1	0.170	10.0	* * * 	* * * 
04/21/14 08:00 AM	1.6	0.127	7.6	0.006	0.6	0.169	9.7	* * * 	* * * 
04/21/14 10:00 AM	17.1	0.126	7.4	0.009	12.3	0.169	9.4	* * * 	* * * 
04/21/14 12:00 PM	20.1	0.128	9.3	0.011	29.0	0.168	9.2	* * * 	* * * 
04/21/14 02:00 PM	21.3	0.130	12.6	0.010	38.6	0.168	9.0	* * * 	* * * 
04/21/14 04:00 PM	22.8	0.133	15.6	0.009	40.1	0.168	9.2	* * * 	* * * 
04/21/14 06:00 PM	21.5	0.134	16.9	0.007	30.4	0.168	9.6	* * * 	* * * 
04/21/14 08:00 PM	16.1	0.133	16.2	0.005	18.4	0.168	10.1	* * * 	* * * 
04/21/14 10:00 PM	9.2	0.131	14.7	0.004	11.7	0.169	10.5	* * * 	* * * 
04/22/14 12:00 AM	8.1	0.129	13.1	0.005	9.2	0.169	10.7	* * * 	* * * 
04/22/14 02:00 AM	9.8	0.128	12.1	0.005	9.4	0.169	10.7	* * * 	* * * 
04/22/14 04:00 AM	9.9	0.127	11.4	0.006	9.7	0.169	10.6	* * * 	* * * 
04/22/14 06:00 AM	8.6	0.126	10.9	0.006	9.3	0.169	10.5	* * * 	* * * 
04/22/14 08:00 AM	7.4	0.126	10.6	0.006	8.9	0.168	10.4	* * * 	* * * 
04/22/14 10:00 AM	14.3	0.126	10.4	0.009	12.7	0.168	10.2	* * * 	* * * 
04/22/14 12:00 PM	21.3	0.126	11.6	0.011	27.4	0.168	10.1	* * * 	* * * 
04/22/14 02:00 PM	21.7	0.129	14.1	0.010	30.2	0.168	10.0	* * * 	* * * 
04/22/14 04:00 PM	17.6	0.129	14.6	0.008	20.9	0.168	10.2	* * * 	* * * 
04/22/14 06:00 PM	12.3	0.128	14.1	0.007	14.6	0.168	10.5	* * * 	* * * 
04/22/14 08:00 PM	8.0	0.127	13.1	0.006	11.3	0.168	10.7	* * * 	* * * 
04/22/14 10:00 PM	4.0	0.126	12.0	0.006	7.6	0.168	10.7	* * * 	* * * 
04/23/14 12:00 AM	2.4	0.125	11.0	0.013	5.6	0.168	10.7	* * * 	* * * 
04/23/14 02:00 AM	1.9	0.124	10.0	0.079	4.1	0.167	10.6	* * * 	* * * 
04/23/14 04:00 AM	-0.2	0.122	8.7	0.110	2.1	0.166	10.4	* * * 	* * * 
04/23/14 06:00 AM	-2.6	0.123	7.6	0.111	2.6	0.167	10.2	* * * 	* * * 
04/23/14 08:00 AM	-3.6	0.123	7.0	0.112	2.8	0.167	9.9	* * * 	* * * 
04/23/14 10:00 AM	15.0	0.122	6.7	0.121	4.2	0.166	9.6	* * * 	* * * 
04/23/14 12:00 PM	7.9	0.123	7.0	0.134	14.0	0.166	9.3	* * * 	* * * 
